dt,x,y,position,velocity,acceleration,jerk,heading
0.400000,100.888000,100.000000,1.000000,5.000000,12.500000,31.250000,0.000000
0.400000,104.888000,100.000000,5.000000,15.000000,25.000000,31.250000,0.000000
0.400000,112.888000,100.000000,13.000000,25.000000,25.000000,0.000000,0.000000
0.400000,123.888000,100.000000,24.000000,30.000000,12.500000,-31.250000,0.000000
0.400000,135.888000,100.000000,36.000000,30.000000,0.000000,-31.250000,0.000000
0.400000,147.888000,100.000000,48.000000,30.000000,0.000000,0.000000,0.000000
0.400000,159.888000,100.000000,60.000000,30.000000,0.000000,0.000000,0.000000
0.400000,171.888000,100.000000,72.000000,30.000000,0.000000,0.000000,0.000000
0.400000,183.888000,100.000000,84.000000,30.000000,0.000000,0.000000,0.000000
0.400000,195.230667,100.000000,95.342667,26.713333,-8.216667,-20.541667,0.000000
0.400000,204.258667,100.000000,104.370667,18.426667,-20.716667,-31.250000,0.000000
0.400000,209.629333,100.000000,109.741333,8.426667,-25.000000,-10.708333,0.000000
0.400000,211.657333,100.000000,111.769333,1.713333,-16.783333,20.541667,0.000000
0.400000,212.000000,100.000000,112.112000,0.000000,-4.283333,31.250000,0.000000
0.400000,212.000000,100.000000,112.112000,0.000000,0.000000,10.708333,0.000000
